hip-angle,knee-angle,ankle-angle,phase
2.227284686,11.94119033,64.95681419,1
2.227284686,11.94119033,65.4346533,1
2.227284686,11.94119033,65.4346533,1
2.227284686,11.94119033,64.63578997,1
1.924084044,12.41741026,65.58381214,1
1.621122178,12.41741026,65.58381214,1
1.621122178,12.41741026,65.58381214,1
1.318415728,12.89276697,66.51821385,1
1.318415728,12.89276697,66.51821385,1
0.4692773503,12.37354307,65.74608028,1
1.041941597,13.64266201,66.69395316,1
3.020380823,15.36558854,68.73236548,1
0.8421600572,14.32683665,70.11322351,1
2.390888383,15.20975538,74.23861156,1
6.927264349,20.32691424,74.98163937,1
11.79535108,29.51878856,76.69114991,0
19.18624254,36.86059685,72.13454108,0
23.08930432,31.54236599,67.63311559,0
25.33829542,18.44979742,56.54645082,0
29.56028738,16.3723887,56.05421346,0
31.95763131,10.15622182,55.64276287,0
25.41434624,7.655103743,60.35872759,1
20.36671947,3.519208073,62.44529291,1
16.63294151,6.259086951,68.96000998,1
11.25787922,2.895761973,69.68156378,1
13.72758055,8.688632383,73.32226528,1
11.23735057,12.89743552,79.04567751,1
8.642844078,15.65840092,79.2588074,1
0.4504786529,13.89337054,86.41292456,1
2.885779055,24.25290147,94.77437579,1
6.063546705,18.62452327,96.07790525,1
6.76671355,22.74585311,91.90046392,1
1.270677687,33.52876005,88.05638587,1
11.09872138,53.15402271,66.07749412,1
14.65223139,54.29309691,58.70118425,0
18.39776447,51.21253829,66.80684603,0
25.37774386,46.91624437,71.85053948,0
25.12572396,34.11670026,67.15437937,0
25.23211208,13.5603645,52.65422338,0
26.99583839,10.18288513,60.32100371,0
26.91698643,13.69145097,61.4892377,1
17.6593054,7.564682658,66.73537519,1
7.482404954,5.513637748,71.08963176,1
7.310405605,6.247336989,77.28013822,1
4.203075955,12.13182269,85.46807525,1
3.741287519,12.499694,86.02570006,1
3.133447029,14.98133967,92.59166947,1
1.604940153,16.05534909,93.7751967,1
2.232108773,19.07841103,96.57241215,1
2.547866371,22.72651039,95.18009182,1
2.740102287,35.95986955,75.75370992,1
6.636737412,41.10303802,58.22087789,1
13.32182534,45.63754377,50.19612797,0
21.3913836,51.0469668,62.84293543,0
21.80467722,47.10742518,79.5671173,0
20.19499436,38.2551039,79.74481252,0
16.74723827,16.4996284,67.49084347,0
10.25703764,0.3718038629,61.2263503,0
8.4401432,0.3000733521,63.65764777,1
5.663249742,1.637299119,62.29652868,1
3.388556991,1.77146974,72.11764568,1
3.428698477,7.327595753,58.70238849,1
0.07179918486,32.62968644,81.18229258,1
5.537684588,9.679011706,44.14136785,1
1.946481228,28.81475479,51.30088525,1
2.949005762,27.74234817,60.55818375,1
1.85042635,29.4596467,81.62219973,1
0.1341533467,12.03364585,62.18021108,1
7.329442489,0.4368874548,72.43417018,1
11.65892051,2.491151562,66.18457583,1
7.50661539,5.72639451,69.77022374,1
7.555829128,7.499839666,67.99589403,1
8.333917832,4.501995519,64.88287507,1
7.329747717,7.606867772,64.71203174,1
6.963826602,8.810915954,62.33285032,1
5.907617543,9.367143182,60.49927538,1
6.113582331,8.075978923,62.18021108,1
4.958821423,8.78408168,60.40564654,1
7.82769604,7.250277672,73.52869607,1
4.904991069,7.795731127,72.93392825,1
4.204464663,7.416294425,72.58998574,1
3.91440569,7.938445795,71.89011008,1
3.56644976,7.991521347,72.46511574,1
3.107985216,7.480201539,72.41899008,1
3.573179356,8.460037587,74.68448617,1
3.592238559,8.429210986,76.42851264,1
4.090955216,8.823740156,76.9272478,1
3.310598395,8.351200307,77.86309207,1
1.255738993,6.924143261,78.8090487,1
1.568150174,6.916508913,80.72983361,1
1.560638929,6.957298359,79.81305931,1
1.556803926,6.99899095,78.60756244,1
1.876828823,6.99899095,79.57797531,1
1.876828823,7.048876754,78.65744824,1
3.615971877,7.496150029,78.65744824,1
4.258440224,7.963844514,79.12514273,1
5.81075606,10.25204844,79.56252465,1
6.116053757,14.24615611,82.60599136,1
9.551527728,17.75342927,84.28940686,1
13.71712752,29.43083937,83.64904039,1
19.1973415,38.08088778,75.94228457,0
24.85999816,32.15612756,67.83032871,0
28.92874048,20.274704,57.44970521,0
28.62185368,12.45934157,56.99498794,0
23.94083115,4.803994377,55.22650224,0
23.35671747,6.150018574,59.75104872,1
20.71734531,7.368189596,64.26120478,1
12.70941133,2.844965106,65.85445804,1
12.16493103,6.471356409,70.19556444,1
13.1446875,11.20460219,72.72781707,1
8.576544194,9.966772483,79.80739139,1
9.211727681,13.78717306,77.74706852,1
1.755121127,14.2500327,85.89188782,1
1.717672441,16.04493626,90.12793975,1
3.928178576,16.453634,89.86301526,1
8.612352482,21.32015247,84.37784057,1
3.053653432,41.77779443,74.38556758,1
6.044452289,48.08417782,65.59916643,1
13.77332013,48.3636203,52.15164765,0
21.25406849,48.63750297,75.04643525,0
24.49686469,40.91610345,72.49591989,0
23.47661305,19.10068569,57.19187198,0
24.49390536,12.22257611,54.73229744,0
26.29753862,12.77136322,62.46188696,0
25.31469717,15.26057389,63.75127495,1
10.61631589,3.339830477,59.07963949,1
15.26437629,9.115326137,70.10513496,1
8.049061702,8.683442109,75.26168038,1
1.781481039,9.657972914,80.45633801,1
2.813667115,15.99658036,83.36475887,1
2.049418915,13.51844463,81.00266095,1
1.342417957,17.98055779,92.55109509,1
2.706463977,26.30393941,97.81108683,1
0.9600628484,23.22275297,94.37398759,1
0.352384178,25.42063216,90.38145761,1
2.718194295,35.63286351,73.63159595,1
5.640874274,43.68070973,64.40119503,1
8.410588911,38.4747939,50.08537282,0
15.41911222,40.0168064,68.1263607,0
13.1146546,32.31612967,64.2849722,0
15.20022018,29.50131128,70.63321404,0
14.5575335,16.90632489,64.52314096,0
7.847285763,2.52702213,60.87218385,0
8.894000815,1.383686967,61.28736339,1
2.893824989,4.713593526,56.39038519,1
1.034773445,5.391177897,56.98655495,1
3.661681543,4.938764458,54.16711256,1
3.462632445,32.69850266,53.17650821,1
4.954309138,32.38611766,60.2201716,1
4.185108581,33.34970056,56.82148834,1
5.187904266,30.54757175,58.39249775,1
4.882640649,30.31273498,61.66155585,1
5.131035897,31.55580876,59.80692097,1
4.337830134,32.26248195,62.71390734,1
4.120305938,33.07763072,63.73809827,1
4.045288846,33.07763072,63.73809827,1
2.008921202,34.71357859,62.811063,1
1.689944082,34.7480008,61.21962233,1
1.483234181,35.2467752,61.29143277,1
1.483234181,34.87436006,61.21962233,1
0.3129764295,6.556771536,77.79869168,1
0.3779452618,6.444194408,77.70865124,1
0.69404918,6.451585504,76.78619971,1
0.7014402764,6.48885206,76.83085736,1
0.08023526241,6.992415371,76.55987608,1
0.2524485418,6.947032585,77.45033756,1
0.926682511,6.936125336,77.75330889,1
1.242578583,6.902374932,78.92055957,1
1.569211569,6.902374932,79.84801603,1
0.7845738573,7.360379658,79.84801603,1
0.7549519365,7.375150418,81.02737339,1
0.7402682414,6.917030399,80.3258573,1
0.4319150423,6.943257067,80.36685472,1
0.108646885,6.943257067,80.36685472,1
0.5666516103,6.526916483,80.40851887,1
0.08023526241,6.569263688,79.51490479,1
0.3929056005,6.601403598,80.49391323,1
0.7274523936,6.569263688,81.39494351,1
1.051133256,6.569263688,81.39494351,1
1.052951765,6.612310847,81.43799067,1
0.594771241,6.627247394,82.14015875,1
0.594771241,6.627247394,83.0772312,1
0.5929527315,6.580360514,83.03034432,1
0.5856789243,6.619973587,83.0772312,1
0.5929527315,6.580360514,83.03034432,1
0.2692718694,6.580360514,83.03034432,1
0.2692718694,6.580360514,83.03034432,1
0.258320069,6.573086707,82.09327187,1
